travel_id,employee_id,travel_date,travel_type,vehicle_type,distance,activity_unit,purpose,origin_state,destination_state
1127,E1020,2025-02-15,Employee Commuting,Passenger Car,22.6,vehicle-mile,Commute,New York,New York
1336,E1050,2025-02-15,Employee Commuting,Passenger Car,22.5,vehicle-mile,Commute,California,California
2811,E1094,2025-02-15,Employee Commuting,Passenger Car,39.6,vehicle-mile,Commute,California,California
3077,E1005,2025-02-15,Employee Commuting,Passenger Car,17.6,vehicle-mile,Commute,Texas,Texas
1197,E1072,2025-02-15,Employee Commuting,Passenger Car,37.0,vehicle-mile,Commute,Other,Other
1549,E1032,2025-02-15,Business Travel,Air Travel - Short Haul (< 300 miles),128.7,passenger-mile,Off-site Meeting,California,Massachusetts
3669,E1078,2025-02-15,Employee Commuting,Passenger Car,7.1,vehicle-mile,Commute,Illinois,Illinois
2592,E1052,2025-02-15,Business Travel,Air Travel - Short Haul (< 300 miles),235.2,passenger-mile,Off-site Meeting,Massachusetts,Georgia
2991,E1054,2025-02-16,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",25.6,passenger-mile,Commute,California,California
1018,E1087,2025-02-16,Employee Commuting,Passenger Car,7.5,vehicle-mile,Commute,California,California
3542,E1077,2025-02-16,Employee Commuting,Passenger Car,25.5,vehicle-mile,Commute,Colorado,Colorado
1343,E1066,2025-02-16,Employee Commuting,Commuter Rail,9.5,passenger-mile,Commute,Massachusetts,Massachusetts
4541,E1019,2025-02-16,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1694.6,passenger-mile,Site Visit,Massachusetts,New York
533,E1050,2025-02-16,Employee Commuting,Passenger Car,5.1,vehicle-mile,Commute,Texas,Texas
1608,E1062,2025-02-16,Employee Commuting,Passenger Car,39.4,vehicle-mile,Commute,Other,Other
3792,E1025,2025-02-16,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",318.2,passenger-mile,Site Visit,California,Washington
4157,E1025,2025-02-16,Employee Commuting,Passenger Car,10.3,vehicle-mile,Commute,Texas,Texas
1865,E1069,2025-02-16,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1432.6,passenger-mile,Conference,Colorado,Georgia
2963,E1055,2025-02-16,Employee Commuting,Motorcycle,36.3,vehicle-mile,Commute,California,California
1534,E1022,2025-02-16,Employee Commuting,Passenger Car,22.9,vehicle-mile,Commute,California,California
2438,E1080,2025-02-16,Employee Commuting,Passenger Car,38.6,vehicle-mile,Commute,Colorado,Colorado
85,E1085,2025-02-16,Employee Commuting,Light-Duty Truck,38.9,vehicle-mile,Commute,Other,Other
3979,E1032,2025-02-17,Employee Commuting,Light-Duty Truck,24.9,vehicle-mile,Commute,Colorado,Colorado
3034,E1003,2025-02-17,Employee Commuting,Passenger Car,6.0,vehicle-mile,Commute,Massachusetts,Massachusetts
3498,E1082,2025-02-17,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1518.2,passenger-mile,Conference,California,Florida
1274,E1047,2025-02-17,Employee Commuting,Passenger Car,8.5,vehicle-mile,Commute,Georgia,Georgia
795,E1089,2025-02-17,Employee Commuting,Passenger Car,25.8,vehicle-mile,Commute,New York,New York
3875,E1091,2025-02-17,Business Travel,Light-Duty Truck,53.6,vehicle-mile,Conference,California,Illinois
4306,E1039,2025-02-17,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",32.2,passenger-mile,Commute,Texas,Texas
543,E1083,2025-02-17,Employee Commuting,Bus,30.3,passenger-mile,Commute,California,California
2997,E1040,2025-02-17,Employee Commuting,Light-Duty Truck,19.2,vehicle-mile,Commute,New York,New York
1558,E1057,2025-02-17,Employee Commuting,Passenger Car,16.5,vehicle-mile,Commute,California,California
1753,E1014,2025-02-17,Business Travel,Intercity Rail - National Average,550.7,passenger-mile,Conference,Florida,Washington
817,E1063,2025-02-17,Employee Commuting,Light-Duty Truck,20.1,vehicle-mile,Commute,Florida,Florida
2895,E1006,2025-02-17,Business Travel,Passenger Car,5.1,vehicle-mile,Client Meeting,Texas,Other
4718,E1034,2025-02-18,Employee Commuting,Passenger Car,22.1,vehicle-mile,Commute,Washington,Washington
3404,E1012,2025-02-18,Business Travel,Air Travel - Short Haul (< 300 miles),148.3,passenger-mile,Client Meeting,Texas,California
4108,E1087,2025-02-18,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",20.6,passenger-mile,Commute,California,California
1788,E1069,2025-02-18,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",342.7,passenger-mile,Off-site Meeting,Other,Colorado
3590,E1066,2025-02-18,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",477.8,passenger-mile,Site Visit,Texas,Colorado
3801,E1058,2025-02-18,Employee Commuting,Passenger Car,39.5,vehicle-mile,Commute,Texas,Texas
1278,E1006,2025-02-18,Employee Commuting,Passenger Car,39.2,vehicle-mile,Commute,California,California
584,E1095,2025-02-18,Employee Commuting,Passenger Car,27.5,vehicle-mile,Commute,Colorado,Colorado
148,E1033,2025-02-18,Employee Commuting,Light-Duty Truck,3.5,vehicle-mile,Commute,Texas,Texas
3129,E1074,2025-02-18,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",36.6,passenger-mile,Commute,California,California
4471,E1024,2025-02-18,Employee Commuting,Passenger Car,35.4,vehicle-mile,Commute,California,California
320,E1008,2025-02-18,Employee Commuting,Passenger Car,10.6,vehicle-mile,Commute,Florida,Florida
3336,E1040,2025-02-18,Employee Commuting,Passenger Car,5.4,vehicle-mile,Commute,Illinois,Illinois
3417,E1043,2025-02-18,Employee Commuting,Passenger Car,32.6,vehicle-mile,Commute,California,California
274,E1042,2025-02-19,Employee Commuting,Passenger Car,31.9,vehicle-mile,Commute,Georgia,Georgia
2769,E1003,2025-02-19,Employee Commuting,Passenger Car,39.9,vehicle-mile,Commute,Other,Other
1452,E1061,2025-02-19,Employee Commuting,Passenger Car,38.9,vehicle-mile,Commute,California,California
8,E1060,2025-02-19,Employee Commuting,Passenger Car,36.6,vehicle-mile,Commute,California,California
2296,E1067,2025-02-19,Business Travel,Intercity Rail - Other Routes,699.4,passenger-mile,Off-site Meeting,Massachusetts,New York
1280,E1017,2025-02-19,Employee Commuting,Passenger Car,29.4,vehicle-mile,Commute,Colorado,Colorado
2042,E1057,2025-02-19,Employee Commuting,Passenger Car,9.5,vehicle-mile,Commute,Texas,Texas
1835,E1055,2025-02-19,Employee Commuting,Passenger Car,4.9,vehicle-mile,Commute,Other,Other
2717,E1051,2025-02-19,Employee Commuting,Bus,9.8,passenger-mile,Commute,Florida,Florida
1713,E1081,2025-02-19,Employee Commuting,Passenger Car,4.9,vehicle-mile,Commute,Georgia,Georgia
2724,E1011,2025-02-19,Employee Commuting,Passenger Car,33.1,vehicle-mile,Commute,Colorado,Colorado
3873,E1075,2025-02-20,Employee Commuting,Passenger Car,19.5,vehicle-mile,Commute,Georgia,Georgia
876,E1100,2025-02-20,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",25.1,passenger-mile,Commute,California,California
142,E1037,2025-02-20,Employee Commuting,Light-Duty Truck,25.4,vehicle-mile,Commute,Colorado,Colorado
4587,E1083,2025-02-20,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",15.1,passenger-mile,Commute,California,California
1723,E1013,2025-02-20,Employee Commuting,Commuter Rail,33.0,passenger-mile,Commute,Georgia,Georgia
605,E1048,2025-02-20,Business Travel,Air Travel - Long Haul (>= 2300 miles),3660.8,passenger-mile,Off-site Meeting,Washington,Colorado
2386,E1020,2025-02-20,Employee Commuting,Passenger Car,4.9,vehicle-mile,Commute,Texas,Texas
1787,E1027,2025-02-20,Employee Commuting,Passenger Car,9.4,vehicle-mile,Commute,California,California
2116,E1027,2025-02-20,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",488.1,passenger-mile,Conference,New York,New York
1159,E1065,2025-02-20,Business Travel,Intercity Rail - Northeast Corridor,219.1,passenger-mile,Client Meeting,California,Massachusetts
3898,E1091,2025-02-20,Business Travel,Bus,16.2,passenger-mile,Conference,California,Massachusetts
1301,E1064,2025-02-20,Employee Commuting,Passenger Car,18.4,vehicle-mile,Commute,California,California
3145,E1033,2025-02-20,Business Travel,"Transit Rail (i.e. Subway, Tram)",56.5,passenger-mile,Conference,Washington,Other
3197,E1031,2025-02-20,Business Travel,Air Travel - Long Haul (>= 2300 miles),3533.4,passenger-mile,Off-site Meeting,California,Georgia
106,E1004,2025-02-20,Business Travel,Air Travel - Short Haul (< 300 miles),293.6,passenger-mile,Client Meeting,California,Other
2870,E1064,2025-02-21,Employee Commuting,Bus,20.2,passenger-mile,Commute,Texas,Texas
619,E1058,2025-02-21,Employee Commuting,Passenger Car,6.7,vehicle-mile,Commute,California,California
3088,E1072,2025-02-21,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",781.5,passenger-mile,Off-site Meeting,California,Florida
966,E1084,2025-02-21,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",24.4,passenger-mile,Commute,California,California
1682,E1034,2025-02-21,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",3.8,passenger-mile,Commute,New York,New York
4932,E1010,2025-02-21,Employee Commuting,Passenger Car,16.6,vehicle-mile,Commute,California,California
2841,E1086,2025-02-21,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",35.7,passenger-mile,Commute,Texas,Texas
1778,E1027,2025-02-21,Business Travel,Air Travel - Short Haul (< 300 miles),147.8,passenger-mile,Off-site Meeting,Massachusetts,Florida
4854,E1026,2025-02-21,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1042.8,passenger-mile,Off-site Meeting,California,Illinois
3871,E1039,2025-02-21,Employee Commuting,Bus,19.9,passenger-mile,Commute,California,California
486,E1068,2025-02-21,Employee Commuting,Passenger Car,15.8,vehicle-mile,Commute,Texas,Texas
835,E1018,2025-02-21,Business Travel,Intercity Rail - Other Routes,720.6,passenger-mile,Client Meeting,Other,California
4900,E1031,2025-02-21,Employee Commuting,Passenger Car,30.6,vehicle-mile,Commute,Georgia,Georgia
736,E1091,2025-02-21,Employee Commuting,Passenger Car,13.5,vehicle-mile,Commute,Washington,Washington
4737,E1017,2025-02-21,Employee Commuting,Light-Duty Truck,4.1,vehicle-mile,Commute,California,California
3715,E1044,2025-02-21,Business Travel,Intercity Rail - National Average,592.6,passenger-mile,Conference,Texas,Washington
3519,E1091,2025-02-21,Business Travel,Air Travel - Long Haul (>= 2300 miles),4292.6,passenger-mile,Off-site Meeting,Texas,Colorado
1742,E1032,2025-02-22,Employee Commuting,Passenger Car,12.4,vehicle-mile,Commute,California,California
1494,E1041,2025-02-22,Employee Commuting,Passenger Car,13.6,vehicle-mile,Commute,Washington,Washington
4074,E1043,2025-02-22,Employee Commuting,Passenger Car,36.6,vehicle-mile,Commute,Georgia,Georgia
1175,E1091,2025-02-22,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",37.4,passenger-mile,Commute,California,California
454,E1093,2025-02-22,Business Travel,Air Travel - Short Haul (< 300 miles),294.8,passenger-mile,Conference,Washington,Colorado
4784,E1079,2025-02-22,Employee Commuting,Bus,19.2,passenger-mile,Commute,Texas,Texas
1639,E1085,2025-02-22,Employee Commuting,Passenger Car,22.7,vehicle-mile,Commute,California,California
161,E1012,2025-02-22,Employee Commuting,Commuter Rail,16.4,passenger-mile,Commute,Massachusetts,Massachusetts
4372,E1068,2025-02-22,Employee Commuting,Passenger Car,34.8,vehicle-mile,Commute,California,California
2732,E1077,2025-02-23,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",10.9,passenger-mile,Commute,New York,New York
2751,E1066,2025-02-23,Employee Commuting,Bus,17.5,passenger-mile,Commute,Washington,Washington
3595,E1060,2025-02-23,Business Travel,Passenger Car,11.5,vehicle-mile,Off-site Meeting,California,Georgia
52,E1022,2025-02-23,Employee Commuting,Passenger Car,33.4,vehicle-mile,Commute,Washington,Washington
2620,E1086,2025-02-23,Business Travel,"Transit Rail (i.e. Subway, Tram)",16.4,passenger-mile,Conference,Washington,Texas
1979,E1082,2025-02-23,Employee Commuting,Passenger Car,7.9,vehicle-mile,Commute,California,California
731,E1089,2025-02-23,Employee Commuting,Passenger Car,6.0,vehicle-mile,Commute,Texas,Texas
3673,E1040,2025-02-23,Employee Commuting,Light-Duty Truck,29.5,vehicle-mile,Commute,Washington,Washington
1337,E1067,2025-02-23,Business Travel,Air Travel - Long Haul (>= 2300 miles),3671.3,passenger-mile,Conference,Massachusetts,Illinois
2777,E1027,2025-02-23,Employee Commuting,Passenger Car,27.1,vehicle-mile,Commute,California,California
1663,E1002,2025-02-23,Employee Commuting,Light-Duty Truck,6.5,vehicle-mile,Commute,California,California
4356,E1012,2025-02-23,Employee Commuting,Light-Duty Truck,11.5,vehicle-mile,Commute,California,California
1952,E1096,2025-02-24,Business Travel,Air Travel - Long Haul (>= 2300 miles),2749.8,passenger-mile,Client Meeting,Other,Colorado
1020,E1056,2025-02-24,Employee Commuting,Light-Duty Truck,5.6,vehicle-mile,Commute,California,California
339,E1071,2025-02-24,Employee Commuting,Passenger Car,24.5,vehicle-mile,Commute,New York,New York
2641,E1035,2025-02-24,Employee Commuting,Passenger Car,16.1,vehicle-mile,Commute,Washington,Washington
1916,E1049,2025-02-24,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1609.4,passenger-mile,Off-site Meeting,California,Washington
4053,E1098,2025-02-24,Employee Commuting,Passenger Car,14.9,vehicle-mile,Commute,California,California
1223,E1022,2025-02-24,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1008.9,passenger-mile,Conference,New York,Colorado
934,E1099,2025-02-24,Employee Commuting,Passenger Car,21.9,vehicle-mile,Commute,California,California
1597,E1045,2025-02-24,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1201.6,passenger-mile,Site Visit,Other,Massachusetts
478,E1034,2025-02-24,Employee Commuting,Passenger Car,15.6,vehicle-mile,Commute,California,California
4767,E1053,2025-02-24,Employee Commuting,Passenger Car,24.7,vehicle-mile,Commute,Georgia,Georgia
1112,E1058,2025-02-24,Employee Commuting,Passenger Car,4.4,vehicle-mile,Commute,Colorado,Colorado
3436,E1012,2025-02-24,Employee Commuting,Passenger Car,11.8,vehicle-mile,Commute,Massachusetts,Massachusetts
4521,E1022,2025-02-25,Business Travel,Intercity Rail - Northeast Corridor,320.5,passenger-mile,Off-site Meeting,Other,California
2192,E1069,2025-02-25,Employee Commuting,Motorcycle,6.5,vehicle-mile,Commute,California,California
2636,E1027,2025-02-25,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",28.8,passenger-mile,Commute,Massachusetts,Massachusetts
4344,E1060,2025-02-25,Employee Commuting,Passenger Car,17.3,vehicle-mile,Commute,California,California
109,E1045,2025-02-25,Employee Commuting,Passenger Car,28.4,vehicle-mile,Commute,California,California
1356,E1059,2025-02-25,Employee Commuting,Passenger Car,27.9,vehicle-mile,Commute,Florida,Florida
4648,E1065,2025-02-25,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",32.0,passenger-mile,Commute,Georgia,Georgia
4430,E1052,2025-02-25,Business Travel,Passenger Car,75.4,vehicle-mile,Client Meeting,New York,Illinois
422,E1033,2025-02-25,Employee Commuting,Passenger Car,26.9,vehicle-mile,Commute,New York,New York
3550,E1063,2025-02-25,Employee Commuting,Commuter Rail,35.5,passenger-mile,Commute,Texas,Texas
665,E1075,2025-02-25,Employee Commuting,Light-Duty Truck,20.2,vehicle-mile,Commute,Illinois,Illinois
1634,E1096,2025-02-25,Employee Commuting,Motorcycle,15.7,vehicle-mile,Commute,California,California
647,E1043,2025-02-25,Employee Commuting,Light-Duty Truck,34.7,vehicle-mile,Commute,Colorado,Colorado
1480,E1082,2025-02-25,Employee Commuting,Motorcycle,19.3,vehicle-mile,Commute,Colorado,Colorado
597,E1079,2025-02-25,Employee Commuting,Light-Duty Truck,15.0,vehicle-mile,Commute,New York,New York
4713,E1068,2025-02-25,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",9.2,passenger-mile,Commute,Illinois,Illinois
4239,E1040,2025-02-25,Employee Commuting,Passenger Car,23.7,vehicle-mile,Commute,New York,New York
4852,E1090,2025-02-26,Business Travel,Air Travel - Long Haul (>= 2300 miles),3502.4,passenger-mile,Site Visit,California,Other
2764,E1015,2025-02-26,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",938.4,passenger-mile,Site Visit,New York,Massachusetts
960,E1041,2025-02-26,Employee Commuting,Passenger Car,19.9,vehicle-mile,Commute,California,California
1360,E1080,2025-02-26,Employee Commuting,Passenger Car,29.4,vehicle-mile,Commute,Washington,Washington
2740,E1048,2025-02-26,Employee Commuting,Commuter Rail,28.4,passenger-mile,Commute,California,California
1841,E1022,2025-02-26,Employee Commuting,Passenger Car,4.0,vehicle-mile,Commute,California,California
3154,E1091,2025-02-26,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",401.5,passenger-mile,Site Visit,California,Washington
1298,E1069,2025-02-26,Employee Commuting,Passenger Car,15.3,vehicle-mile,Commute,Washington,Washington
4799,E1027,2025-02-26,Employee Commuting,Passenger Car,5.7,vehicle-mile,Commute,Illinois,Illinois
2846,E1042,2025-02-26,Employee Commuting,Passenger Car,38.8,vehicle-mile,Commute,California,California
2921,E1040,2025-02-26,Employee Commuting,Light-Duty Truck,34.9,vehicle-mile,Commute,Washington,Washington
350,E1057,2025-02-26,Employee Commuting,Passenger Car,7.9,vehicle-mile,Commute,California,California
2419,E1027,2025-02-26,Employee Commuting,Passenger Car,12.4,vehicle-mile,Commute,Florida,Florida
2509,E1065,2025-02-26,Employee Commuting,Motorcycle,8.7,vehicle-mile,Commute,California,California
1457,E1058,2025-02-27,Employee Commuting,Passenger Car,35.1,vehicle-mile,Commute,Washington,Washington
3585,E1053,2025-02-27,Employee Commuting,Passenger Car,24.1,vehicle-mile,Commute,Colorado,Colorado
211,E1029,2025-02-27,Employee Commuting,Passenger Car,31.5,vehicle-mile,Commute,California,California
2964,E1079,2025-02-27,Employee Commuting,Light-Duty Truck,6.4,vehicle-mile,Commute,Massachusetts,Massachusetts
4444,E1029,2025-02-27,Employee Commuting,Motorcycle,34.6,vehicle-mile,Commute,Colorado,Colorado
3169,E1020,2025-02-27,Employee Commuting,Motorcycle,30.3,vehicle-mile,Commute,Other,Other
215,E1080,2025-02-27,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1776.0,passenger-mile,Client Meeting,Massachusetts,California
3377,E1047,2025-02-27,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1325.1,passenger-mile,Site Visit,Texas,Massachusetts
3793,E1050,2025-02-27,Employee Commuting,Passenger Car,10.2,vehicle-mile,Commute,California,California
1995,E1044,2025-02-27,Employee Commuting,Passenger Car,3.7,vehicle-mile,Commute,Texas,Texas
1092,E1067,2025-02-27,Employee Commuting,Passenger Car,11.2,vehicle-mile,Commute,Texas,Texas
536,E1057,2025-02-27,Employee Commuting,Bus,6.8,passenger-mile,Commute,California,California
4360,E1040,2025-02-27,Employee Commuting,Passenger Car,28.9,vehicle-mile,Commute,California,California
3962,E1033,2025-02-27,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",874.1,passenger-mile,Site Visit,California,Georgia
3626,E1069,2025-02-27,Employee Commuting,Passenger Car,27.9,vehicle-mile,Commute,Other,Other
2432,E1043,2025-02-27,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1385.7,passenger-mile,Off-site Meeting,Florida,Colorado
1442,E1088,2025-02-28,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",964.1,passenger-mile,Conference,Texas,Colorado
162,E1044,2025-02-28,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1602.7,passenger-mile,Client Meeting,California,Massachusetts
2355,E1051,2025-02-28,Employee Commuting,Commuter Rail,13.2,passenger-mile,Commute,California,California
4354,E1039,2025-02-28,Employee Commuting,Passenger Car,24.1,vehicle-mile,Commute,Florida,Florida
2708,E1083,2025-02-28,Employee Commuting,Passenger Car,25.9,vehicle-mile,Commute,Washington,Washington
610,E1047,2025-02-28,Business Travel,Passenger Car,79.0,vehicle-mile,Conference,Texas,Illinois
4639,E1066,2025-02-28,Employee Commuting,Light-Duty Truck,8.2,vehicle-mile,Commute,Washington,Washington
3348,E1099,2025-02-28,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1001.5,passenger-mile,Off-site Meeting,Texas,California
3992,E1070,2025-02-28,Employee Commuting,Motorcycle,37.5,vehicle-mile,Commute,Florida,Florida
3362,E1015,2025-02-28,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",9.8,passenger-mile,Commute,New York,New York
3566,E1032,2025-02-28,Employee Commuting,Passenger Car,19.2,vehicle-mile,Commute,Texas,Texas
1340,E1096,2025-02-28,Employee Commuting,Passenger Car,33.1,vehicle-mile,Commute,California,California
300,E1093,2025-03-01,Employee Commuting,Passenger Car,25.9,vehicle-mile,Commute,California,California
3130,E1088,2025-03-01,Employee Commuting,Passenger Car,4.0,vehicle-mile,Commute,Other,Other
34,E1031,2025-03-01,Employee Commuting,Light-Duty Truck,33.2,vehicle-mile,Commute,Georgia,Georgia
3474,E1033,2025-03-01,Employee Commuting,Passenger Car,31.5,vehicle-mile,Commute,New York,New York
2267,E1009,2025-03-01,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",21.5,passenger-mile,Commute,Other,Other
1509,E1001,2025-03-01,Employee Commuting,Bus,26.5,passenger-mile,Commute,Massachusetts,Massachusetts
3856,E1012,2025-03-01,Business Travel,Air Travel - Short Haul (< 300 miles),220.2,passenger-mile,Conference,Massachusetts,Colorado
1489,E1079,2025-03-01,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1400.0,passenger-mile,Off-site Meeting,Washington,California
4126,E1009,2025-03-01,Employee Commuting,Light-Duty Truck,19.7,vehicle-mile,Commute,Other,Other
3118,E1046,2025-03-01,Employee Commuting,Passenger Car,30.3,vehicle-mile,Commute,California,California
3785,E1017,2025-03-01,Employee Commuting,Passenger Car,18.9,vehicle-mile,Commute,Other,Other
4500,E1089,2025-03-01,Employee Commuting,Passenger Car,9.0,vehicle-mile,Commute,Texas,Texas
2370,E1068,2025-03-01,Employee Commuting,Light-Duty Truck,37.4,vehicle-mile,Commute,Washington,Washington
3168,E1014,2025-03-01,Employee Commuting,Motorcycle,12.4,vehicle-mile,Commute,New York,New York
4987,E1013,2025-03-01,Business Travel,Air Travel - Long Haul (>= 2300 miles),2825.7,passenger-mile,Conference,New York,Illinois
194,E1005,2025-03-02,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1195.9,passenger-mile,Off-site Meeting,California,California
2794,E1095,2025-03-02,Employee Commuting,Passenger Car,24.3,vehicle-mile,Commute,Massachusetts,Massachusetts
3934,E1063,2025-03-02,Business Travel,Passenger Car,21.7,vehicle-mile,Conference,California,Colorado
3681,E1028,2025-03-02,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",688.4,passenger-mile,Conference,California,Colorado
3091,E1016,2025-03-02,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1287.3,passenger-mile,Off-site Meeting,Illinois,California
4165,E1037,2025-03-02,Employee Commuting,Motorcycle,15.9,vehicle-mile,Commute,Colorado,Colorado
190,E1015,2025-03-02,Employee Commuting,Passenger Car,38.1,vehicle-mile,Commute,Texas,Texas
2733,E1092,2025-03-02,Employee Commuting,Passenger Car,8.7,vehicle-mile,Commute,California,California
562,E1068,2025-03-02,Employee Commuting,Light-Duty Truck,12.4,vehicle-mile,Commute,Other,Other
1146,E1029,2025-03-02,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1507.5,passenger-mile,Conference,California,Colorado
4450,E1096,2025-03-02,Employee Commuting,Bus,27.8,passenger-mile,Commute,Massachusetts,Massachusetts
1279,E1019,2025-03-02,Employee Commuting,Light-Duty Truck,7.8,vehicle-mile,Commute,New York,New York
4952,E1079,2025-03-02,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1192.5,passenger-mile,Client Meeting,Texas,New York
2134,E1010,2025-03-02,Employee Commuting,Passenger Car,11.6,vehicle-mile,Commute,Texas,Texas
852,E1003,2025-03-02,Employee Commuting,Bus,33.4,passenger-mile,Commute,Illinois,Illinois
3874,E1010,2025-03-02,Employee Commuting,Passenger Car,15.0,vehicle-mile,Commute,Georgia,Georgia
345,E1047,2025-03-02,Employee Commuting,Light-Duty Truck,24.7,vehicle-mile,Commute,Massachusetts,Massachusetts
3758,E1087,2025-03-02,Employee Commuting,Passenger Car,10.9,vehicle-mile,Commute,California,California
3746,E1085,2025-03-02,Employee Commuting,Passenger Car,30.3,vehicle-mile,Commute,California,California
2910,E1015,2025-03-02,Business Travel,Air Travel - Short Haul (< 300 miles),108.3,passenger-mile,Site Visit,Georgia,Texas
1016,E1076,2025-03-03,Employee Commuting,Passenger Car,6.4,vehicle-mile,Commute,Illinois,Illinois
838,E1047,2025-03-03,Employee Commuting,Passenger Car,11.3,vehicle-mile,Commute,California,California
2956,E1008,2025-03-03,Business Travel,Passenger Car,61.2,vehicle-mile,Conference,California,Washington
1373,E1095,2025-03-03,Business Travel,Light-Duty Truck,24.7,vehicle-mile,Client Meeting,California,Florida
1921,E1066,2025-03-03,Employee Commuting,Passenger Car,16.1,vehicle-mile,Commute,California,California
4390,E1078,2025-03-03,Employee Commuting,Passenger Car,38.3,vehicle-mile,Commute,New York,New York
4988,E1078,2025-03-03,Business Travel,Air Travel - Long Haul (>= 2300 miles),2752.3,passenger-mile,Client Meeting,California,Illinois
306,E1027,2025-03-03,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1745.7,passenger-mile,Conference,Texas,Illinois
3491,E1014,2025-03-03,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1417.0,passenger-mile,Site Visit,California,Massachusetts
3041,E1097,2025-03-03,Business Travel,Air Travel - Long Haul (>= 2300 miles),3413.0,passenger-mile,Site Visit,Texas,California
3430,E1023,2025-03-03,Employee Commuting,Passenger Car,29.4,vehicle-mile,Commute,California,California
4635,E1014,2025-03-03,Employee Commuting,Passenger Car,38.0,vehicle-mile,Commute,California,California
1595,E1012,2025-03-03,Employee Commuting,Passenger Car,20.6,vehicle-mile,Commute,New York,New York
2526,E1077,2025-03-03,Employee Commuting,Light-Duty Truck,14.2,vehicle-mile,Commute,Other,Other
121,E1084,2025-03-03,Business Travel,"Air Travel - Medium Haul (>= 300 miles, < 2300 miles)",1036.1,passenger-mile,Client Meeting,Other,Florida
1732,E1048,2025-03-04,Employee Commuting,"Transit Rail (i.e. Subway, Tram)",32.7,passenger-mile,Commute,California,California
4409,E1059,2025-03-04,Employee Commuting,Passenger Car,32.5,vehicle-mile,Commute,California,California
3221,E1064,2025-03-04,Employee Commuting,Passenger Car,17.4,vehicle-mile,Commute,New York,New York
3904,E1044,2025-03-04,Employee Commuting,Passenger Car,28.9,vehicle-mile,Commute,Washington,Washington
1502,E1026,2025-03-04,Employee Commuting,Passenger Car,3.7,vehicle-mile,Commute,California,California
4844,E1090,2025-03-04,Employee Commuting,Commuter Rail,33.3,passenger-mile,Commute,California,California
649,E1049,2025-03-04,Employee Commuting,Passenger Car,38.6,vehicle-mile,Commute,California,California
149,E1071,2025-03-04,Employee Commuting,Light-Duty Truck,34.8,vehicle-mile,Commute,Other,Other
4434,E1021,2025-03-04,Employee Commuting,Commuter Rail,4.1,passenger-mile,Commute,California,California
